#date,Sat Sep  9 09:09:10 2017

#sensor id,Z3251-11-28-34-3
#shutter speed,30
#exposure time,5.504
#wavelength(nm),600,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625,626,627,628,629,630,631,632,633,634,635,636,637,638,639,640,641,642,643,644,645,646,647,648,649,650,651,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,671,672,673,674,675,676,677,678,679,680,681,682,683,684,685,686,687,688,689,690,691,692,693,694,695,696,697,698,699,700,701,702,703,704,705,706,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730,731,732,733,734,735,736,737,738,739,740,741,742,743,744,745,746,747,748,749,750,751,752,753,754,755,756,757,758,759,760,761,762,763,764,765,766,767,768,769,770,771,772,773,774,775,776,777,778,779,780,781,782,783,784,785,786,787,788,789,790,791,792,793,794,795,796,797,798,799,800,801,802,803,804,805,806,807,808,809,810,811,812,813,814,815,816,817,818,819,820,821,822,823,824,825,826,827,828,829,830,831,832,833,834,835,836,837,838,839,840,841,842,843,844,845,846,847,848,849,850,851,852,853,854,855,856,857,858,859,860,861,862,863,864,865,866,867,868,869,870,871,872,873,874,875,876,877,878,879,880,881,882,883,884,885,886,887,888,889,890,891,892,893,894,895,896,897,898,899,900,901,902,903,904,905,906,907,908,909,910,911,912,913,914,915,916,917,918,919,920,921,922,923,924,925,926,927,928,929,930,931,932,933,934,935,936,937,938,939,940,941,942,943,944,945,946,947,948,949,950,951,952,953,954,955,956,957,958,959,960,961,962,963,964,965,966,967,968,969,970,971,972,973,974,975,976,977,978,979,980,981,982,983,984,985,986,987,988,989,990,991,992,993,994,995,996,997,998,999,1000
#power,185.29,189.994,194.699,199.404,204.108,208.813,212.559,216.306,220.052,223.799,227.545,229.226,230.908,232.589,234.27,235.952,233.754,231.556,229.358,227.16,224.962,220.257,215.551,210.846,206.141,201.435,194.997,188.559,182.121,175.683,169.245,161.015,152.785,144.554,136.324,128.094,121.515,114.935,108.356,101.776,95.1965,90.6161,86.0356,81.4552,76.8748,72.2944,69.4682,66.6421,63.8159,60.9898,58.1636,57.3171,56.4706,55.6241,54.7776,53.9312,55.5908,57.2505,58.9102,60.5699,62.2296,62.1106,61.9915,61.8725,61.7535,61.6345,63.6443,65.654,67.6638,69.6736,71.6834,73.3931,75.1028,76.8125,78.5222,80.2319,82.3334,84.4349,86.5364,88.6379,90.7394,92.9459,95.1524,97.359,99.5655,101.772,104.474,107.176,109.878,112.58,115.282,117.984,120.687,123.39,126.092,128.795,132.156,135.517,138.878,142.239,145.6,148.374,151.148,153.922,156.696,159.47,160.675,161.879,163.083,164.287,165.491,168.234,170.977,173.72,176.463,179.206,180.275,181.344,182.412,183.481,184.55,185.532,186.513,187.495,188.476,189.458,190.269,191.079,191.89,192.701,193.512,194.79,196.068,197.346,198.624,199.902,200.945,201.988,203.031,204.074,205.116,206.572,208.029,209.485,210.941,212.397,213.844,215.292,216.739,218.187,219.635,220.418,221.201,221.984,222.767,223.551,225.92,228.29,230.66,233.03,235.399,237.069,238.738,240.407,242.076,243.746,244.773,245.799,246.826,247.853,248.88,248.42,247.961,247.501,247.042,246.582,244.946,243.309,241.673,240.036,238.4,235.163,231.925,228.688,225.451,222.213,222.055,221.897,221.739,221.581,221.423,221.487,221.551,221.616,221.68,221.745,222.729,223.713,224.697,225.681,226.666,228.225,229.784,231.343,232.902,234.46,235.66,236.859,238.058,239.257,240.457,240.378,240.299,240.22,240.141,240.062,237.038,234.013,230.988,227.963,224.939,224.809,224.679,224.549,224.419,224.289,224.574,224.859,225.144,225.428,225.713,226.692,227.672,228.651,229.631,230.61,232.553,234.495,236.437,238.379,240.321,242.432,244.543,246.654,248.765,250.875,251.986,253.096,254.207,255.317,256.428,256.784,257.14,257.496,257.853,258.209,257.151,256.094,255.036,253.979,252.921,249.217,245.512,241.807,238.103,234.398,231.126,227.855,224.583,221.312,218.04,215.227,212.415,209.602,206.79,203.977,201.241,198.505,195.77,193.034,190.298,186.61,182.921,179.233,175.544,171.856,169.062,166.267,163.472,160.678,157.883,159.854,161.824,163.795,165.765,167.736,168.026,168.316,168.607,168.897,169.187,168.702,168.217,167.733,167.248,166.763,166.569,166.376,166.182,165.988,165.794,164.655,163.515,162.375,161.236,160.096,158.165,156.234,154.303,152.373,150.442,149.436,148.431,147.426,146.421,145.416,144.566,143.716,142.865,142.015,141.165,139.307,137.448,135.59,133.731,131.873,129.294,126.716,124.138,121.56,118.982,117.743,116.505,115.266,114.028,112.79,114.141,115.493,116.844,118.195,119.547,121.757,123.967,126.178,128.388,130.598,131.483,132.368,133.252,134.137,135.022,134.513,134.005,133.496,132.988,132.48,130.621,128.762,126.904,125.045,123.186,120.188,117.189,114.191,111.193,108.194,104.221,100.248,96.2756,92.3027,88.3299,84.7919,81.2539,77.7159,74.178,70.64,68.7652,66.8905,65.0157,63.141,61.2663,59.7631,58.26,56.7569,55.2537,53.7506,52.576,51.4013,50.2267,49.052,47.8774
#filterdata,707.45,632.35,641.2,625.3,639.35,640.85,631.2,629.6,645.9,621.55,625.6,628.2,615.5,630,637.65,650,628.9,629.95,622.05,628,623.4,618.8,633,623.5,635.15,617.4,620.05,635.1,625.5,621,618.5,819.3,535.7,623.9,618.65,610.75,626.1,614.05,615.65,621.15,611.55,617.9,617.9,623.45,620.8,628,632.75,623.4,625.4,608.5,611.85,620.4,620.4,623.5,626.8,622.3,608.2,612.4,612.75,625.15,610.4,619.9,607.6,632.3,525.9,634.9,632.7,617.05,620.45,621.4,630.5,617.7,634.2,626.1,614.1,622.3,620.8,620.7,627.55,624.65,626.3,620.8,618.8,623.1,628.05,611.5,639.55,626.1,628.3,626.3,620.3,624.65,608.05,625.1,611.3,619.45,524,728.7,785.05,775.2,749.7,748.25,748.65,754,746.1,759.6,750.15,762.7,749.6,759.35,772.55,761.7,755.4,744.5,748.4,768.5,748.55,759.2,767.35,747.1,765,744.5,752.35,744.35,773.15,776.2,711.8,620.5,529.2,713,779.15,755.05,794.35,730.9,735.85,721.7,695.35,714.5,733.1,720.35,711.45,719.95,725.2,725.5,726.55,707.75,710.5,712.55,721.45,715.55,718.7,715.3,734.1,704.25,713.8,791.65,735.7,767.2,705.15,631.4,526.25,709.65,792.2,738.3,712.1,683.3,693.15,690.1,677.7,692.95,690.55,695.4,683.9,696.25,692.2,690.5,689.9,678.4,692.05,700.9,681.1,686.8,699.35,692,701,694.6,689,718.8,733.45,779.6,699.3,633,532.5,714.6,785.4,759.4,715.4,694.2,729.5,719.5,724.35,740.4,736.35,743.75,735.85,747,742.3,741.2,733.3,727.4,680.4,674,684.65,676.95,692.05,686.75,683.9,658.5,682.45,714.4,732.9,769.25,700.6,634.75,525.55,719.4,780.55,747.4,715,690.65,674.45,799.6,741.15,723.7,747.4,736.2,740.85,744,753.8,750.95,739.6,725,724.4,728,718.75,714.7,731.95,720.5,798.05,671.4,677.45,705.8,731.3,782.35,695.15,619.75,534.6,715.8,772.95,760.65,722.2,696.65,688.95,724.3,773,769.85,785.35,783.1,764.3,776.75,788.65,771.2,775.2,780.05,771.25,776.9,769.75,760.15,770.85,780.05,712.85,675,689.8,715.9,747.1,787.2,709.3,626,526.85,719.2,780.95,742.7,724.3,692.25,683.5,740.75,767.7,716.7,709.5,725.1,712.8,721.6,717.55,722.3,730.1,717.5,711.2,722.85,723.15,715.8,748.8,759.75,719.9,672.25,684.9,728.45,749.1,776.65,712.4,622.75,523.75,713.65,796.05,758.55,729.7,700.5,688.1,722.1,763.15,726.2,714.75,717.15,708.55,720.3,714.8,718.75,718,718.2,699.9,709.65,715.95,718.7,728.8,758.95,719,674.2,679.5,734,749.85,773.1,713.6,628.6,521.7,717.65,788.1,754.55,738.5,685.3,678,715.25,775.4,709.2,714.8,709.95,699.6,693.7,715.15,697.8,702.85,690.55,691.75,693.9,703.55,713.45,725,761.25,716.2,672.15,692.15,732.45,743.8,767.95,708.55,628.75,528.75,730.5,717.9,751.5,743.2,692.5,680.25,717.6,754.9,728.2,721.4,714.3,715.2,714.2,714.75,705.2,712.15,683.75,693.1,702.9,722.7,711.75,738.5,775.1,723.9,679.9,683.4,738.1,737.9,697.3,716.95,621.9,521.65,715.5,712.9,742.2,746.8,690.85,691.2,728.7,766.7,729.65,717.5,712.1,685.6,692.75,680.5,691.9,663.65,668.3,673.05,700.7,698.6,719,737.3,753,729.8,673.1,688.6,723.7,735.25,723,705.95,616.5,520.8,715.4,713.85,750.9,738.15,706.05,685.4,722.6,771.95,709.2,722.9,705.4,689.95,689.6,700.8,682.2,696.05,670.4,663.35,698.5,708,703.35,738.45,770.2,735.35,676.55,696.55,734.65,750.25,709.55,718.4,632.95,525.5,725.75,715.3,741.7,754,704.95,689.65,739.1,765.65,729.05,720.7,708.9,676.85,696.55,698.85,778.3,683.7,677.8,670.6,701.75,712.15,707.05,731.1,768.6,723.6,671.4,692,747.7,753.3,719.05,716.3,632.85,696.65,720.1,727.7,732.65,746.4,702.25,690.2,735.35,763,730.55,720.55,722.2,686.55,685.9,680.05,692.85,654,678.8,669.55,709,715.6,707.6,741.9,760.1,722.9,672.5,696.9,743.3,737.3,708,718.2,797.95,537.45,716.1,736.2,744.45,753.2,710.75,678.3,734.75,763.2,722.9,709.1,699.6,703.2,678.05,688.9,675.05,673.8,683.6,672.7,692.25,715,713.85,739.4,772.35,741.7,672.35,693.9,751.5,731.4,702.3,707.55,626.6,519.45,712.9,723.25,732.65,752.4,703.75,675.4,735.6,765.1,734.2,710.85,716.2,684.9,668.9,678.55,685,690.1,676.55,689.2,701.75,704.1,716.3,748.7,771.7,722.9,671.35,689.2,737.55,733.5,715,720.9,625.6,531.8,720.25,719.85,741.35,767.8,705.4,679.9,736.05,761,733.05,704.05,708.95,695.3,696.4,668.9,698.6,700.7,691.8,685.75,691.25,716.25,717.75,754.5,776.55,733.95,679.5,688.65,743.75,738.95,723.05,705.3,621.8,530.85,722.15,728.1,752,762.65,703.75,671.4,740.35,747.05,724.75,716.2,716.75,714.5,713.6,709.6,717.65,713.85,708.3,710.8,707.7,715.65,710,742.15,761.05,728.3,677.7,684.4,749.3,748.6,730.3,717.7,630.9,534.4,729.95,732.3,744.7,765.9,690.3,690.1,728.9,753.85,740.6,716.7,709.7,703.6,725.1,727.95,711.05,719.55,721.7,711.95,720.8,727,723.65,764.15,757.95,716.95,670.15,681.95,753.55,746.65,711.85,714.6,627,530.05,716.2,731.5,747.6,764.35,698.8,688.25,733.05,752,787.5,783.6,786.25,786.3,788.05,781.2,793.6,785.45,783,774.05,774.8,785.65,788,798.1,764.55,722.4,678.3,714.65,760.75,743.65,716.2,713.15,621.9,539.6,732.3,733.95,753.9,761.75,699.6,682.05,736.6,745.7,757,745.8,765.55,749.5,752.6,760.4,755.55,753.05,755.6,739.45,753.6,764.35,755.95,755.75,739,731.15,675.7,705.3,750.85,749.2,712.4,699.7,627.35,535.85,731.5,722.5,758.35,770.1,710.25,681.65,801,723.2,719.35,722.6,715.7,715.3,744.6,743.9,739.35,730.9,731.35,716.2,731.85,740.2,743.55,745.35,743.85,807,686.5,704.1,752.6,748.85,720.85,712.2,630.6,528.7,731.65,726.5,747.6,754.35,724.7,688.5,672.75,680.85,669,676.85,683.8,674.35,684.1,688.25,702.6,684.4,682.65,678.55,705.45,678.85,678.55,696.6,692.1,686,672.2,697.85,751.45,746.65,715.45,715.15,625.55,530.55,720.65,719.7,758.95,776.65,704.45,717.85,716.45,720.9,725.2,729.6,743.2,727.2,737.6,748.05,732.6,719.9,725,726.85,741.9,722.5,723.4,734.5,733.4,723.8,703,711.7,754.7,747.95,714.75,714.1,627.1,515.55,721.45,722.4,765.85,803.65,745.8,749.85,760.5,743.45,753.95,753.4,772.6,759.35,770.95,752.8,767.35,765.9,749.75,724.25,760.5,756.2,760.3,770.2,750.35,752.85,742.3,751,797.8,759.75,719.6,716.3,626.65,525.9,733.95,722.9,764.05,758.55,764.65,763.55,769.7,765.6,763.55,768.25,774.35,778.45,785.65,780,775.95,774.45,774.4,773.55,791.8,780.9,777.3,797.3,771.9,776.5,772.75,765.65,771.9,767.05,714.6,711.1,627,525.2,742.55,734.15,716.2,724.9,733.85,733.55,729.2,710.9,718.65,721,723.4,734.3,735.5,735.35,732.5,727.8,725.2,704.2,717.6,710.6,709.65,722.15,714,712.4,713.05,698.1,701.45,700,713.8,722.25,626.55,536.05,621.2,736.55,725.3,712.25,730.8,717.4,723.4,730.55,720.4,711.4,724.4,727.75,735,726.65,735.2,731.2,723.2,713.3,733.7,737.8,736.9,737.5,731.2,734.3,723.9,726,714.3,719.35,721.9,623.6,634.45,695.8,639.85,637.85,643.6,646.1,650.1,647.6,639.05,644.1,652.5,657.9,676.55,667.9,635.2,639.3,638.95,811.6,663.8,619.3,638.6,636.95,640,662.8,661.4,846.05,844.15,669,835.75,654.95,647.55,638.45,823.2
