#date,Sat Sep  9 17:20:30 2017

#sensor id,Z3251-11-28-34-3
#shutter speed,30
#exposure time,5.504
#wavelength(nm),600,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625,626,627,628,629,630,631,632,633,634,635,636,637,638,639,640,641,642,643,644,645,646,647,648,649,650,651,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,671,672,673,674,675,676,677,678,679,680,681,682,683,684,685,686,687,688,689,690,691,692,693,694,695,696,697,698,699,700,701,702,703,704,705,706,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730,731,732,733,734,735,736,737,738,739,740,741,742,743,744,745,746,747,748,749,750,751,752,753,754,755,756,757,758,759,760,761,762,763,764,765,766,767,768,769,770,771,772,773,774,775,776,777,778,779,780,781,782,783,784,785,786,787,788,789,790,791,792,793,794,795,796,797,798,799,800,801,802,803,804,805,806,807,808,809,810,811,812,813,814,815,816,817,818,819,820,821,822,823,824,825,826,827,828,829,830,831,832,833,834,835,836,837,838,839,840,841,842,843,844,845,846,847,848,849,850,851,852,853,854,855,856,857,858,859,860,861,862,863,864,865,866,867,868,869,870,871,872,873,874,875,876,877,878,879,880,881,882,883,884,885,886,887,888,889,890,891,892,893,894,895,896,897,898,899,900,901,902,903,904,905,906,907,908,909,910,911,912,913,914,915,916,917,918,919,920,921,922,923,924,925,926,927,928,929,930,931,932,933,934,935,936,937,938,939,940,941,942,943,944,945,946,947,948,949,950,951,952,953,954,955,956,957,958,959,960,961,962,963,964,965,966,967,968,969,970,971,972,973,974,975,976,977,978,979,980,981,982,983,984,985,986,987,988,989,990,991,992,993,994,995,996,997,998,999,1000
#power,280.101,275.898,271.695,267.491,263.288,259.085,254.779,250.473,246.167,241.861,237.555,230.592,223.629,216.665,209.702,202.739,198.119,193.499,188.879,184.259,179.639,175.638,171.636,167.634,163.632,159.631,154.721,149.811,144.901,139.991,135.081,132,128.92,125.84,122.759,119.679,120.05,120.421,120.792,121.163,121.534,123.36,125.186,127.012,128.838,130.664,133.368,136.072,138.776,141.48,144.184,148.182,152.179,156.176,160.174,164.171,167.957,171.744,175.53,179.316,183.102,190.894,198.686,206.478,214.27,222.062,230.781,239.5,248.22,256.939,265.658,276.994,288.329,299.665,311,322.336,338.957,355.578,372.2,388.821,405.442,424.294,443.147,461.999,480.851,499.703,520.926,542.148,563.371,584.594,605.816,627.791,649.765,671.74,693.714,715.689,737.178,758.667,780.156,801.645,823.134,845.543,867.951,890.359,912.767,935.176,952.318,969.461,986.604,1003.75,1020.89,1036.38,1051.88,1067.38,1082.87,1098.37,1112,1125.63,1139.27,1152.9,1166.54,1177.48,1188.42,1199.36,1210.31,1221.25,1230.22,1239.2,1248.17,1257.14,1266.12,1273.22,1280.32,1287.43,1294.53,1301.64,1307.15,1312.66,1318.17,1323.69,1329.2,1335.42,1341.64,1347.87,1354.09,1360.31,1366.06,1371.81,1377.56,1383.3,1389.05,1392.92,1396.79,1400.66,1404.53,1408.4,1410.75,1413.1,1415.44,1417.79,1420.14,1423.36,1426.58,1429.8,1433.02,1436.23,1438.35,1440.46,1442.57,1444.68,1446.79,1447.67,1448.56,1449.44,1450.32,1451.21,1451.48,1451.76,1452.03,1452.3,1452.58,1451.96,1451.33,1450.71,1450.09,1449.47,1443.91,1438.36,1432.81,1427.25,1421.7,1418.24,1414.78,1411.32,1407.85,1404.39,1401.37,1398.35,1395.33,1392.31,1389.3,1386.58,1383.86,1381.14,1378.42,1375.7,1373.44,1371.17,1368.91,1366.64,1364.38,1362.15,1359.93,1357.7,1355.48,1353.25,1348.92,1344.58,1340.24,1335.9,1331.57,1328.3,1325.03,1321.77,1318.5,1315.23,1309.58,1303.93,1298.28,1292.63,1286.97,1279.51,1272.05,1264.59,1257.13,1249.67,1241.75,1233.82,1225.9,1217.97,1210.05,1204.28,1198.5,1192.73,1186.96,1181.19,1175.65,1170.11,1164.57,1159.03,1153.49,1149.53,1145.57,1141.6,1137.64,1133.67,1135.37,1137.07,1138.76,1140.46,1142.15,1138.56,1134.97,1131.38,1127.79,1124.2,1123.36,1122.53,1121.69,1120.85,1120.02,1118.96,1117.91,1116.85,1115.79,1114.74,1111.22,1107.7,1104.18,1100.66,1097.14,1087.8,1078.45,1069.11,1059.76,1050.41,1038.45,1026.49,1014.53,1002.57,990.607,976.716,962.825,948.934,935.043,921.152,909.299,897.447,885.594,873.742,861.889,853.374,844.859,836.343,827.828,819.313,817.397,815.48,813.564,811.648,809.732,813.281,816.83,820.379,823.928,827.477,831.709,835.94,840.171,844.402,848.633,850.96,853.286,855.612,857.939,860.265,861.184,862.104,863.023,863.943,864.862,864.162,863.461,862.76,862.059,861.358,860.922,860.486,860.049,859.613,859.177,856.584,853.99,851.397,848.803,846.21,837.243,828.276,819.309,810.342,801.375,789.415,777.455,765.496,753.536,741.576,728.681,715.785,702.89,689.995,677.099,666.003,654.906,643.81,632.713,621.616,613.028,604.44,595.851,587.263,578.675,570.895,563.114,555.334,547.554,539.774,533.139,526.503,519.868,513.233,506.597,502.27,497.943,493.616,489.29,484.963,482.028,479.093,476.159,473.224,470.29,467.51,464.729,461.949,459.169,456.389,453.926,451.463,449.001,446.538,444.075
#filterdata,1377.6,649.7,643.75,628.3,640.7,641.95,635.35,632.65,646.9,623.05,626.95,630.55,617.2,632.65,642.1,651.2,628.6,633.6,625.65,630.2,624.45,620.5,634.95,625.1,636.7,620.7,622.35,634.5,625.6,623.6,631.1,1491.45,544.35,627.95,620.1,610.8,627.1,613.3,616.7,623,610.9,619.2,620.3,623.8,622.4,629.6,634.5,625.35,628.1,610.45,613.4,621.7,622.9,624.35,627.75,622.9,610.1,616.7,614.5,625.8,610.1,622.55,608.65,640.85,528.7,647.2,656.65,634.25,641.4,644.15,651.2,641.55,655.25,649.4,638.9,645.9,643.8,646.35,653.35,650.15,653.15,645.5,636.7,643.2,644.55,629.75,653.45,643.6,645.55,643.9,636.95,641.05,626.7,649.85,626.55,623.95,534.6,1071.85,1352.1,1444.7,1219.45,1227.75,1214,1237.5,1232.8,1259.45,1255.45,1266.7,1251.5,1267.35,1293.05,1282.05,1266.7,1263.7,1170.25,1170.3,1162,1168.15,1170.35,1149.75,1165.25,1140.15,1153.3,1118.55,1447.7,1326,1057.45,633.6,539,1054.4,1361.85,1158.7,1347.75,1108.35,1131.1,1082.7,1050.15,1077.1,1136.1,1114,1102.3,1096.35,1137.3,1126.75,1153.4,1125.95,1125.95,1118.1,1150.45,1141.35,1120.8,1118.9,1145.05,1102,1132.85,1343.75,1140.65,1337.6,1036.85,646.1,536.75,1028.55,1370.3,1130.85,1094.8,909.1,918.6,924,913.75,927.3,926,930.7,922.55,928.35,926.5,918.45,913.8,914.25,920.95,924.25,911.5,926.15,936.95,929.6,928.95,916.1,908.15,1093.85,1124.9,1349.2,1021.35,646,543.45,1024.65,1353.05,1161.25,1082.4,913.45,1060.05,1059.05,1082,1099.95,1086,1102.85,1089.35,1107.6,1097.85,1091.4,1075.7,1084,943,929.1,944.7,936.95,950.6,953.9,933.2,897.6,895.75,1098.55,1133.5,1324.85,1030.2,647.85,533.95,1047.6,1354.9,1153.6,1114.3,912.7,922.9,1548.9,1242.65,1233.5,1253.85,1239.4,1240.05,1236.9,1251,1247.1,1239.4,1221.55,1219.95,1201.2,1182.95,1170.15,1192.1,1166.15,1545.95,923.4,900.5,1092.1,1128.4,1351.15,1013.75,633,545.05,1030.4,1346.05,1173.8,1112.35,928.5,961.65,1169.35,1368.65,1360.4,1387.15,1395.2,1366.7,1365.3,1382.3,1373.95,1388.25,1400.5,1394.15,1390.55,1372.2,1360.55,1369.15,1377.9,1153.05,959.25,919.55,1118.35,1156.2,1356.1,1045.05,642.7,536.55,1052.35,1354.15,1162.7,1121.25,924.2,959.55,1188.45,1370.65,1017.15,1001.5,1027.95,1006.5,1019.65,1015.15,1032.2,1043.65,1026.5,1024.8,1037.8,1040.5,1042.95,1081.85,1359,1160.9,944.55,915.7,1155.25,1164.05,1334.9,1050.55,640.75,534.55,1042.1,1373.7,1180.95,1149.75,926.35,966.45,1154.45,1367.8,1039.25,1091.6,1087.5,1067.3,1086.2,1072.35,1070.7,1080.15,1074.9,1046.6,1056.25,1061.6,1070.85,1054.95,1360.5,1148.2,947.7,905.4,1148,1176.5,1345.55,1049.1,643.55,530.45,1039.1,1348.9,1189.85,1145.8,906.55,946.35,1134,1367.45,1026.05,1050.1,1095.85,1063.5,1053.4,1066.8,1061.4,1048.35,1039.1,1052.85,1069.1,1099.1,1037.35,1049.7,1351.8,1142.05,934.5,916.1,1154.4,1182.1,1322.9,1034.45,641.85,540.2,1037.6,1057.2,1188.15,1184.45,919.65,950.2,1132.4,1358.25,1058.65,1040.95,1105.35,922.4,896.1,893.3,883.85,904.45,873.9,891.15,911.85,1122.6,1047.9,1079.75,1371.95,1143.2,956.1,919.1,1145.25,1160.15,1017.15,1036.95,636.3,531.95,1033.8,1039.7,1168.85,1151.75,929.8,978.45,1239.3,1381.1,1073.55,1042.7,1117.7,896.45,846.2,818.1,828.5,789.3,800.45,817.8,898.75,1098.4,1050.3,1082.6,1363,1218.75,958.1,920.3,1119.45,1177.8,1042.25,1030.35,632.2,533.1,1025.25,1029.9,1186.25,1148.7,937.55,969.3,1242.15,1387.55,1051.65,1039.3,1111.9,890.7,821.6,863.7,850.85,858.2,829,798,916.3,1100.6,1015.6,1086.25,1379.65,1244.5,953.7,927.6,1143.05,1201.85,1026.4,1033.3,645.7,548.35,1025.9,1042.1,1190.9,1178.1,944.1,967.65,1241.7,1379.8,1075.2,1023.1,1132.05,900.25,818.7,859.8,1226.2,854.6,829.95,798.8,921,1135.1,1012.15,1078.8,1374.4,1210.85,938.55,930.9,1172.85,1220.35,1046.8,1021.35,657,1408.4,1033.7,1039.3,1191.7,1150.45,938.4,960.95,1247.1,1362.35,1083.65,1026.7,1171.4,926.6,806.2,829.4,861.9,810.3,829,794.6,939.75,1149.7,1012.1,1089.7,1373.3,1192.7,936.15,933.3,1148.5,1212.25,1020.05,1042.3,1521.55,552.1,1020.7,1051.75,1216.4,1159.85,942.65,931.2,1204.8,1364.35,1078.2,1000.1,1127.05,970.3,805.35,841.8,821.8,814.85,835.95,797.75,947.95,1141.3,1009.4,1096,1403.65,1213.05,947.9,927.25,1147,1200.85,1014.35,1017.8,644.9,528.6,1006.5,1048.85,1211,1147.4,935.75,951.3,1216.25,1359.7,1097.2,986.6,1127.25,970.8,795.3,792.3,817,835.65,823.9,888.7,978.05,1127.6,1013.4,1112.25,1394.65,1191.7,940.85,923.1,1123.4,1212.1,1040.85,1046.7,641.9,543.35,1030.85,1042.2,1233.2,1165.8,937.6,945.3,1218.2,1358.5,1103.75,988.85,1135.25,1000.45,946.8,861.85,992.1,986,1007.3,999.15,1019.7,1139.85,1008.1,1133.1,1404.85,1212,941.8,932.4,1148.65,1244.65,1037.15,1019.5,637.3,540.05,1029.9,1047.9,1250.3,1172,944.5,945.45,1197.75,1330.65,1090.45,999.15,1115.9,1108.1,1107.95,1082.2,1119.9,1104.7,1098.05,1072.95,1075.3,1105.35,992.9,1124.2,1369.45,1190.15,949.9,921.5,1149.75,1251.45,1044.7,1029.65,644.9,545.35,1041.25,1043.95,1243.05,1159.25,920.05,964.25,1179.05,1336.85,1124.15,1005.85,997.25,998.3,1016.05,1023.8,997.05,999.8,1018.2,1004,1023.45,1031.85,1031.45,1177.2,1370.4,1179.1,938.05,918.8,1141.9,1259.05,1021.3,1021.8,637.8,543,1023.7,1038.9,1268.25,1155.65,927.9,952.3,1185.65,1339.65,1378.45,1381.5,1376.7,1384.1,1390.85,1379.3,1398.7,1395.7,1387.9,1393.7,1387.35,1399.9,1409.75,1436.75,1369.3,1154.25,939.65,951.6,1153.1,1265.7,1040.1,1027.25,636.5,550.75,1048.3,1049.2,1260.4,1146.1,911.7,933.85,1152.6,1318.2,1339.25,1334,1347.65,1322.7,1322.3,1330.6,1324.7,1317,1309.05,1296.55,1305.15,1324.3,1313.35,1327.75,1284.65,1160,930.8,924.6,1139.25,1285.15,1037.05,1006.8,643,545.3,1032.55,1038.5,1280.45,1160.1,945.4,919.3,1506.2,1136.7,1146.65,1145.9,1124.95,1124.9,1141.55,1162.95,1138.9,1117.85,1117.7,1098.45,1107.8,1127.4,1137.9,1139.45,1106.25,1540.45,937.2,934.6,1136.75,1294.1,1040.2,1014.85,644.2,540.6,1034.4,1046.45,1275.05,1134.45,938,931,917.65,934.7,925.2,920.1,930.3,917.9,929.1,945.3,962.4,940.6,929.85,930.15,965.2,939.2,947.25,965.95,943.9,921.15,905.1,914.25,1139.95,1276.65,1036.25,1006.35,641.55,542.65,1012.15,1043.05,1289.65,1151.5,920,920,947.3,951.6,986.55,983,1035.4,1004.2,1026.7,1035.3,1006.3,993.2,1034.6,1069.75,1081.5,1052.75,1090.1,1085.2,1086.05,1061,1018.5,1069.9,1144.1,1295.05,1037.8,1003.7,639.35,524.3,1021.1,1040.8,1301.3,1350.85,1150.05,1136.8,1142.15,1133.6,1165.05,1170.8,1191.3,1177.85,1188.2,1171.15,1195.5,1202.45,1187.8,1162.75,1200.9,1223,1218.95,1238,1211.35,1208.85,1198.65,1222.75,1364.65,1292.6,1049.35,1024.8,641.6,537.6,1045.15,1044.55,1403.25,1301.75,1316.7,1322.95,1343.6,1334.45,1333.8,1350.4,1376.2,1384.4,1376.2,1367.05,1364.85,1377.35,1381.45,1374.6,1389.15,1389,1381.35,1399.45,1359,1356.1,1350.8,1353.8,1347.75,1419.75,1046.85,1022.55,643.15,532.6,1044.75,1070.7,1044.35,1052.15,1076.25,1074.65,1078.4,1056.75,1075.45,1085,1105.85,1122.65,1110.5,1109.5,1128.85,1128.45,1121.3,1056.5,1067.8,1075.75,1070.85,1084.3,1064.05,1057.55,1051.85,1023.1,1024.7,1033.05,1064.4,1027.85,641.05,549.15,639,1035.5,1034.15,1013.05,1034.35,1027.85,1033.65,1057.15,1040.75,1035.35,1047.8,1056.6,1055.4,1040.95,1063.5,1081.7,1056,1032.5,1058.1,1075.8,1073.55,1073.4,1059.6,1076.35,1061.1,1045.75,1042.1,1052.45,1042.6,645.05,649.4,1374.2,659.55,658.1,681.85,724.25,740.25,723.7,690.1,735.6,768.7,801.3,847.15,864.95,649.45,653.6,669.4,1560.5,765.75,636.7,648.05,645.7,651.1,673.6,677.4,1606.4,1600.35,704.05,1561.4,679.6,658.95,648.7,1498.4
